Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
525bc1cd520336ff0af7f415e91672a05267b0dc4e8b17aa3bdf553cddc209e3,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
c0589b4ba6ef940efd8fb5dd5460c1d9b2e9173d310c7149a24d501018408232,2022-07,Gwent Police,Gwent Police,-2.997055,51.587010,On or near Waters Lane,W01001687,Newport 014D,Investigation complete; no suspect identified
c1733287725e2905463113582f09dc9e7dcff8721395c716c5ae5cd132965394,2022-07,Gwent Police,Gwent Police,-3.245084,51.653697,On or near Winding Wheel Lane,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
177362df1052b42bdad4c1f3477c8f9df50b065a07e10181346fb5e4bb8f1a7d,2022-07,Gwent Police,Gwent Police,-3.242078,51.583872,On or near Station Terrace,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
9ac1206876819815c3b75a7133354479647cb42f543111705b663f532100217b,2022-07,Gwent Police,Gwent Police,-2.978998,51.586379,On or near Halstead Street,W01001690,Newport 013D,Investigation complete; no suspect identified
bf3bb9e44c1a426ca81d6c6ada597f5678e2ec28e68d437c361797945ef006ad,2022-07,Gwent Police,Gwent Police,-3.223220,51.800903,On or near Summerfield Road,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
5527ce0446d0c4af927428cbf08c61593d5847d1070f2c747da229945088caee,2022-07,Gwent Police,Gwent Police,-3.279930,51.751871,On or near Wellington Way,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
ee021343b947597f62fe45c012973ef0600d857364009d1bf20ba7b5f35213e7,2022-07,Gwent Police,Gwent Police,-3.219200,51.573070,On or near Broomfield Street,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
5251807abaab2ffc8be00e0c489f00978568170650dea4a427c971282b5595ad,2022-07,Gwent Police,Gwent Police,-2.992081,51.586620,On or near Kingsway,W01001687,Newport 014D,Investigation complete; no suspect identified
bdb585176d7d8e77237a90c6bf245c6acdd378210fe5234cc8d8ef24a1160729,2022-07,Gwent Police,Gwent Police,-3.019726,51.660231,On or near Heol Yr Orsaf,W01001521,Torfaen 007C,Investigation complete; no suspect identified
7dae1a55fe81c705f78fc85969fa389397c1823425b884612bebb69c291a25c6,2022-07,Gwent Police,Gwent Police,-3.021792,51.557943,On or near Tredegar House Drive,W01001689,Newport 019D,Investigation complete; no suspect identified
e0784b863c95bcd8f7a53b2e4630f837b636f3c4ce26375226afe9832fdde6b2,2022-07,Gwent Police,Gwent Police,-2.881317,51.824985,On or near B4233,W01001568,Monmouthshire 005C,Investigation complete; no suspect identified
47fd41fa7b81ae14d3312f1a4b3de153de3b41869449a3d5b0a7dfaa8e6e31b7,2022-07,Gwent Police,Gwent Police,-3.024548,51.826998,On or near Stanhope Street,W01001546,Monmouthshire 002A,Investigation complete; no suspect identified
5a9eace0d9976502da391a24a8abfd428856f4867fb8b483ad93bbbb2799be5f,2022-07,Gwent Police,Gwent Police,-3.229723,51.682155,On or near Fire Station Close,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
9d95f3a4fbcfb9d0a0cc544bf471491791c8c964541f4c2d3d11311507e5117b,2022-07,Gwent Police,Gwent Police,-3.034729,51.608677,On or near Darent Close,W01001619,Newport 003C,Investigation complete; no suspect identified
2fb8bfeddddd99a185817c8f9aa34b63c429812aad56f16b4b8aee7ac3b4cd65,2022-07,Gwent Police,Gwent Police,-2.982381,51.590622,On or near ,W01001692,Newport 011E,Investigation complete; no suspect identified
6c39547558eaa829562e933becb8ba7fa4fce2dd104a94520a53e1c8d49f1294,2022-07,Gwent Police,Gwent Police,-2.774141,51.588189,On or near Poplar Close,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
01c5c49e6c8f9b6d93f4822024fc47d395210376f2f44c6d3b85001c6cf2aedc,2022-07,Gwent Police,Gwent Police,-3.216816,51.579434,On or near Charles Street,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
ddea939eec33319d48ac5530773954de27af85621a45b4c74491ff7b421d42ff,2022-07,Gwent Police,Gwent Police,-3.013561,51.643767,On or near Heol Cwrt,W01001506,Torfaen 010A,Investigation complete; no suspect identified
f6d1f8234ff65cda4c91964cf37bdaae1ed2fc0abafe7f847df27d848d410d92,2022-07,Gwent Police,Gwent Police,-3.086241,51.838771,On or near ,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
add191e158c363d6beb9f7596c8591f936e7e6d57ea106f36b2ba7d445153bab,2022-07,Gwent Police,Gwent Police,-3.025525,51.687821,On or near High Street,W01001515,Torfaen 006B,Investigation complete; no suspect identified
8c9e0e897916e1dfe0c74c383c3ac6538b174f9e91e571d0b340a83a38e4d11b,2022-07,Gwent Police,Gwent Police,-3.215064,51.785576,On or near Clos Trehelyg,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
9cb879c25875c4a783ff0ace1b3d15b82040a047372e762a35a4151f820a9d0c,2022-07,Gwent Police,Gwent Police,-3.132756,51.732728,On or near Powell Street,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
d2d095ddb28436a876fbda037d5d00a6c44dc0b22e26e40072b8aadaf7c4f9f3,2022-07,Gwent Police,Gwent Police,-3.234571,51.636517,On or near ,W01001434,Caerphilly 013F,Investigation complete; no suspect identified
006c9d3e056c4d9e1076f5a6651887f8148a9e458c9c17cd28c10a51cd5274c0,2022-07,Gwent Police,Gwent Police,-3.048591,51.651201,On or near Barnets,W01001502,Torfaen 011E,Investigation complete; no suspect identified
28a37fb3fa66eeeac320c7dd128b4c5b95793715977ba29e14d3eded82118d16,2022-07,Gwent Police,Gwent Police,-3.161102,51.778182,On or near Attlee Road,W01001469,Blaenau Gwent 005F,Investigation complete; no suspect identified
32b2d2281a34402a12aa37f77e68e4880f062010214f01bd4945cdebdf9fb92e,2022-07,Gwent Police,Gwent Police,-3.227434,51.662236,On or near Powell Street,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
4ea231019f546e927490e529b837312e8af3673e9c06e712c3cd37c0d2218fbf,2022-07,Gwent Police,Gwent Police,-3.275971,51.645794,On or near Hawthorne Road,W01001377,Caerphilly 013A,Investigation complete; no suspect identified
6d4570e9c5da67831f8f0ed45c7b532a1a47abff20afb304dd7c475368545a26,2022-07,Gwent Police,Gwent Police,-3.226272,51.675439,On or near The Close,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
d9d4d35379310bd53244597214ca0e30cd5a6ec42d310603bb8e2a42f4ac0a2c,2022-07,Gwent Police,Gwent Police,-2.891435,51.594100,On or near Willow Drive,W01001650,Newport 004E,Investigation complete; no suspect identified
ecfba727d114ded606c010e4babcb1efc02671a945589ed937bc4f71defd799d,2022-07,Gwent Police,Gwent Police,-3.233499,51.690163,On or near Henry Street,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
dda33e393f6376634ecbc15dc8f919ee1ea7191c4f5c901a34496dddc8ccc185,2022-07,Gwent Police,Gwent Police,-3.038801,51.829687,On or near Meadow Lane,W01001545,Monmouthshire 001A,Investigation complete; no suspect identified
8ea837ef958fcc6175497cf58ff21db699edc622e91b444b27f93a775cfdb62a,2022-07,Gwent Police,Gwent Police,-2.988617,51.582630,On or near Lower Dock Street,W01001661,Newport 018C,Investigation complete; no suspect identified
ce58c83742d7a10438368301607c9c14840a3a445cac882b253ef3714a73b4e5,2022-07,Gwent Police,Gwent Police,-3.133803,51.684281,On or near Hector Avenue,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
1af96a55d84ba6000d46217b951ef4258eb6a0a514fa5149094e7e497bf02519,2022-07,Gwent Police,Gwent Police,-2.997721,51.588461,On or near Cambrian Road,W01001685,Newport 014B,Investigation complete; no suspect identified
a9e6afef7c5ec5ae6d4411ddb7a3efc01702b5ac8f059626caeaf852f2abee76,2022-07,Gwent Police,Gwent Police,-3.228219,51.576824,On or near Heol-Yr-Onen,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
37db6136d01643ab2cc75db5c0e245644f68a9fd2e1ff7e9b1f9eb4d8eee6931,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
abfec0f8d8811bc78d16dc6ab72ac0cba4f6172fbce592307e393387911a94a7,2022-07,Gwent Police,Gwent Police,-3.124375,51.722361,On or near Windsor Road,W01001477,Blaenau Gwent 009E,Investigation complete; no suspect identified
8ede6f897ce4efde5c19acd548b4fc41cc06fd5ef1cf71aea700c29708998c1d,2022-07,Gwent Police,Gwent Police,-3.041025,51.639580,On or near Tillsland,W01001492,Torfaen 012A,Investigation complete; no suspect identified
a9566c75f1bfba8ea0466a011ec35bdc51a2e922b37d99fa28c235814ec0cd8e,2022-07,Gwent Police,Gwent Police,-3.134895,51.731988,On or near ,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
cbea6e871a39942f2344f1c26bd2d53d63298fc02d3ded6d146341b17f94f554,2022-07,Gwent Police,Gwent Police,-2.718892,51.811255,On or near Monnow Keep,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
95984442e2807781f25079894f6eaef83956b2cf504d2a16520a39410c501b06,2022-07,Gwent Police,Gwent Police,-3.191145,51.595001,On or near Bryn Dolwen,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
8f5c0f99169a384cf41952cc2e82ed59badec0454af06931a2fe186d1a591b82,2022-07,Gwent Police,Gwent Police,-2.980418,51.584587,On or near Feering Street,W01001690,Newport 013D,Investigation complete; no suspect identified
12010fbee580fd0c19a672dcf85106e4e1ab2dab033460af18409a1b8b23f0a8,2022-07,Gwent Police,Gwent Police,-3.288321,51.770823,On or near Pen-Y-Dre,W01001428,Caerphilly 001E,Investigation complete; no suspect identified
03ea584e35f2629801b4ec0924289e4166321969a538d6832be186e79449a406,2022-07,Gwent Police,Gwent Police,-2.925190,51.592822,On or near Moore Crescent,W01001667,Newport 010C,Investigation complete; no suspect identified
5bcdc6e11341020fd909289e9875dac49a7b7591bb30b42bf9241b228b078079,2022-07,Gwent Police,Gwent Police,-3.000556,51.604478,On or near Bryn Bevan,W01001682,Newport 006C,Investigation complete; no suspect identified
d826afe2767b667e32212421c5dbb45b3b17aeec7a04fe995828ad8ecdb28d1d,2022-07,Gwent Police,Gwent Police,-2.949354,51.587198,On or near Parry Drive,W01001610,Newport 015C,Investigation complete; no suspect identified
75b3a20af3654930df34f7efb194d4741e6f2b9e734bea2a8fa6c41a4bb80745,2022-07,Gwent Police,Gwent Police,-3.024449,51.822647,On or near Pant Lane,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
732b9a8ff9b3271c9bf790081ef7e47461fb0629a4e27b23cb711832124ca486,2022-07,Gwent Police,Gwent Police,-3.003706,51.660828,On or near The Highway,W01001495,Torfaen 008C,Investigation complete; no suspect identified
25080a51518de30a5386aa901410705dbe3bd6fe1b07b50bd50213ec6f53e842,2022-07,Gwent Police,Gwent Police,-3.009864,51.816030,On or near Lime Tree Court,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
d6b8bcc271b9df936e2c4493aa61553fe274a76e0b71c45d2ccddf207b670cb7,2022-07,Gwent Police,Gwent Police,-3.178338,51.798233,On or near Boundary Street,W01001449,Blaenau Gwent 002D,Investigation complete; no suspect identified
0c6c9c32dce55ff6b3b8e2d54115c5a71f7622ffed87f74fb64c47f53bfda054,2022-07,Gwent Police,Gwent Police,-2.966012,51.588618,On or near Coleridge Road,W01001613,Newport 011C,Investigation complete; no suspect identified
e05b29c5ac7c2c26440abdf1fd161615217480dd4217eaab060dd1c3ccfbe09d,2022-07,Gwent Police,Gwent Police,-2.993517,51.580979,On or near ,W01001662,Newport 018D,Investigation complete; no suspect identified
6735ce1514b47c96fc95cbd2d885247ecdf512710a3904d615051f5aea8389d9,2022-07,Gwent Police,Gwent Police,-3.254489,51.788381,On or near Clos Y Bwâu,W01001472,Blaenau Gwent 003A,Investigation complete; no suspect identified
b3c83f508d2281224f39d81bfb382443534b33d32115d7b794e0485cfdf818de,2022-07,Gwent Police,Gwent Police,-3.208748,51.780327,On or near Rees Street,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
de1a44db24578d14e83002d30ec4ccc1b2a71363ba88d5d039c7e8665699731f,2022-07,Gwent Police,Gwent Police,-3.023333,51.555906,On or near ,W01001688,Newport 019C,Investigation complete; no suspect identified
88bdc82e257ba5a4103042839813e8fb62c285d63115bfa835345f27802f7317,2022-07,Gwent Police,Gwent Police,-2.993431,51.588299,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
b185fcc6ccf0781c2a4798919e66ea943a64f549f7a0ab0cb4d28804c404f114,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
9629653fc1c6d2ffa9373560dfe480923d31db29bde73400f7dceadcd1f37fc0,2022-07,Gwent Police,Gwent Police,-3.193440,51.755622,On or near Park View Street,W01001452,Blaenau Gwent 007C,Investigation complete; no suspect identified
a37904b286939804065f5cab03c02b5d3a2792b27f58e3ca9846806de4e0fdb7,2022-07,Gwent Police,Gwent Police,-2.988617,51.582630,On or near Lower Dock Street,W01001661,Newport 018C,Investigation complete; no suspect identified
e69155169b098d514171be97f184580300f9a86b386f34b2fea15df77acf9d89,2022-07,Gwent Police,Gwent Police,-3.225781,51.789448,On or near ,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
204f90e011256b5c4fb2e19eafbc8cc86cb5cff39a44843fc87321f5746effe5,2022-07,Gwent Police,Gwent Police,-2.998418,51.582062,On or near Dewsland Park Road,W01001686,Newport 014C,Investigation complete; no suspect identified
91b6b5a0045abb89cb544c75145ab6f07600a4fbdb3eabf67e7d31ee46e4e84e,2022-07,Gwent Police,Gwent Police,-3.006271,51.665041,On or near Cefn Close,W01001494,Torfaen 008B,Investigation complete; no suspect identified
1411d0c3f4be430cf41ec1beb3ccaa941bc8819bb364461a57e4b729fb4abe93,2022-07,Gwent Police,Gwent Police,-3.143830,51.664312,On or near Ebbw View Terrace,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
f136cca2109829116f82693dccd16fdc05bc34231804802cc7a45418611d9e63,2022-07,Gwent Police,Gwent Police,-3.020537,51.668676,On or near Pontrhydyrun Road,W01001520,Torfaen 007B,Investigation complete; no suspect identified
7218dc50bb5889d6280efcd85a3a946d40ee06eb8157d0ee1a5461e78a64617f,2022-07,Gwent Police,Gwent Police,-3.025982,51.560819,On or near Jamaica Circle,W01001913,Newport 020F,Investigation complete; no suspect identified
cee81b301580892e04935e07d256ad9006045658ce05b8b58f52b9893b45c135,2022-07,Gwent Police,Gwent Police,-2.946149,51.575864,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
d8342f19987ef9e9f82a04d0d53709636e6d663d614064ae2de309c62b994e80,2022-07,Gwent Police,Gwent Police,-2.973646,51.592556,On or near Woodland Road,W01001612,Newport 011B,Investigation complete; no suspect identified
97ff1356129af5366a45bb4dff815a5474956b851cda79cee4731b49c2101213,2022-07,Gwent Police,Gwent Police,-3.225215,51.693622,On or near Heol Ysgol Newydd,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
8a858c2c565481609a455f96d2f190e2ed16194f94c8b6bfb7751a39659b0684,2022-07,Gwent Police,Gwent Police,-2.767162,51.677927,On or near ,W01001549,Monmouthshire 007A,Investigation complete; no suspect identified
0dbd3810a20f92dc22fd67bea21809f682b7d4c03ce77d9ea9327759ddf37653,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
cc29b0f6dbe891f6075a8ef6b849251514eecf3c47089924567f66b0398f1cbd,2022-07,Gwent Police,Gwent Police,-2.974972,51.585721,On or near Telford Street,W01001643,Newport 013B,Investigation complete; no suspect identified
0d32ea10f64c48ce8c44e7a23e947a657b5e72dbb5446155cde80048ea86a6d0,2022-07,Gwent Police,Gwent Police,-2.983338,51.589508,On or near Marlborough Road,W01001692,Newport 011E,Investigation complete; no suspect identified
a403f3a03e058b3a02dd6007ca280470000a705d634861333d845bea2afb3c63,2022-07,Gwent Police,Gwent Police,-2.925936,51.594012,On or near Dawson Close,W01001667,Newport 010C,Investigation complete; no suspect identified
16330153df848d6faca82c4e5dcdb4689e6555e33122e7ea3e09d6805df22b78,2022-07,Gwent Police,Gwent Police,-3.062046,51.586763,On or near Hedgehog Road,W01001672,Newport 009C,Investigation complete; no suspect identified
8cecde132b7d4dc772a9e25c57538123bb8247f478378d9a0452f6e1e9cca6cc,2022-07,Gwent Police,Gwent Police,-2.997721,51.588461,On or near Cambrian Road,W01001685,Newport 014B,Investigation complete; no suspect identified
05368f980a6fb1ea8df53d232669190348e8160bee304fdae22457cb28bc7a32,2022-07,Gwent Police,Gwent Police,-3.128238,51.592476,On or near Royal Oak,W01001343,Caerphilly 021B,Investigation complete; no suspect identified
905c25bdb7027739b95f7829f155ca25b4cbffcac98b1d140b0495161a886111,2022-07,Gwent Police,Gwent Police,-2.981597,51.579039,On or near East Dock Road,W01001661,Newport 018C,Investigation complete; no suspect identified
8df2ddfa3bb93514c85dfb921b7e1effacd781b135326e73f35750d3f0b13504,2022-07,Gwent Police,Gwent Police,-3.239679,51.785490,On or near Rhoslan,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
8dd4502f73826e6d6508217291bd6e7da7d2776f3d63489168545913cce0f17a,2022-07,Gwent Police,Gwent Police,-3.131859,51.700286,On or near ,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
6fd03ab1817ffa4adff0ad4f5c7603ebedc84d2524322a22362b0b0b547737c8,2022-07,Gwent Police,Gwent Police,-3.007487,51.612286,On or near Chadwick Close,W01001654,Newport 002D,Investigation complete; no suspect identified
acec0365c90b13b89e29b6dba3dfcfb6e45101a7ecb3d22103feb80b763b425f,2022-07,Gwent Police,Gwent Police,-3.016870,51.822425,On or near ,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
a0eefdfc60896768282fcf68c6f876390fc55709bca9a9cca96bd64731819add,2022-07,Gwent Police,Gwent Police,-3.036590,51.611736,On or near Welland Crescent,W01001621,Newport 003E,Investigation complete; no suspect identified
e0301baf363367d6378bc837aa6108e950618a267307de7d7c3b993790c8cc59,2022-07,Gwent Police,Gwent Police,-3.010163,51.626784,On or near Ty Coch Lane,W01001505,Torfaen 013B,Investigation complete; no suspect identified
cb81ceb6e507d34492307183dc77cc5e1b7f9ec4dc932c9843f8017b33f70f53,2022-07,Gwent Police,Gwent Police,-3.256002,51.743686,On or near Barkley Street,W01001374,Caerphilly 001A,Investigation complete; no suspect identified
b6183af500e04a71173974915c4d787b36cb541d7cf55e421eb15a22a3fde4f5,2022-07,Gwent Police,Gwent Police,-2.997015,51.588512,On or near Griffin Street,W01001685,Newport 014B,Investigation complete; no suspect identified
aa247c37ffdb8b5227640458753507b912c44e774f5ae71a9dfb8ebfed78946c,2022-07,Gwent Police,Gwent Police,-3.134340,51.731211,On or near Church Street,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
713f11641fe3389d5f7e037a9ec879bcf4da9fb2ec2f8425f42b938d30e40175,2022-07,Gwent Police,Gwent Police,-2.939912,51.586420,On or near Eric Coates Close,W01001668,Newport 010D,Investigation complete; no suspect identified
c0539d0acbd727b8e5ddd0ed3b60ab2b2dd0775a57115f1c80d44dd2e16a6e38,2022-07,Gwent Police,Gwent Police,-3.039161,51.645261,On or near Pen-Y-Waun Road,W01001526,Torfaen 010B,Investigation complete; no suspect identified
877061115c67a394068be6dce4f4b0aaa33a88594f566b6dfba34febdd2da8ce,2022-07,Gwent Police,Gwent Police,-2.967249,51.896248,On or near Glan Honddu Close,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
eb8de96a140e4a047bf335cf297a9108ee64379fdcac88495443b5f808987d99,2022-07,Gwent Police,Gwent Police,-3.024280,51.671773,On or near Lon Ffion,W01001520,Torfaen 007B,Investigation complete; no suspect identified
9ae277df38d858693df8f261351f474f0c22e25bec45f5379416d9197645a212,2022-07,Gwent Police,Gwent Police,-3.068280,51.593450,On or near Fuschia Way,W01001670,Newport 009B,Investigation complete; no suspect identified
026eaa267d58bb4dbd7e6b5efe24926930407029c8899593d7828583d68c7c00,2022-07,Gwent Police,Gwent Police,-3.015892,51.616781,On or near Oliphant Circle,W01001652,Newport 002B,Investigation complete; no suspect identified
9c41a4efd318a4b2df64b3c822620963183bd20bd5aedf60339ed0145f26e1e2,2022-07,Gwent Police,Gwent Police,-2.921004,51.822244,On or near Firs Road,W01001566,Monmouthshire 005A,Investigation complete; no suspect identified
a23dc64809139c5c6759e0776a0b83ae74d903272fece3b6f2320cdccf98f66c,2022-07,Gwent Police,Gwent Police,-3.228111,51.627934,On or near Willow Way,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
be4c3e9bd5916489e09a2d897d6ee6e431b729ee2632571f14a842f01169a77a,2022-07,Gwent Police,Gwent Police,-3.017141,51.655905,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
5c9cf0c200b37aaf8b3ca031677cda455d1cb1a1c9422e1c13719c0ddcac9bef,2022-07,Gwent Police,Gwent Police,-3.074103,51.836168,On or near ,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
4c690ec09206407dc7ca45d025429e81d4a54b5a6d174a2859b661f04b7fb6a9,2022-07,Gwent Police,Gwent Police,-3.211517,51.589640,On or near ,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
e44c37e1bb76f71c7f07efdec7b8e6130c7ae85f030783211abc18649ee82dde,2022-07,Gwent Police,Gwent Police,-3.205471,51.587553,On or near Tollgate Close,W01001420,Caerphilly 022D,Investigation complete; no suspect identified
56b78530d745a820531992ecee966d8a57bac65f50f42364fa50357bc0d1c1b3,2022-07,Gwent Police,Gwent Police,-3.283495,51.650199,On or near ,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
b0aafea7300fe964837ff80629e4d43a933cb07cf46a943ecdf4d1bb2a316018,2022-07,Gwent Police,Gwent Police,-3.216602,51.575758,On or near North View Terrace,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
b5a815d98406273aaf310b3a09f8cf1183622b406db16a2236f48fc49c56652a,2022-07,Gwent Police,Gwent Police,-2.974145,51.615894,On or near Oakfield,W01001626,Newport 001D,Investigation complete; no suspect identified
625bb2630589d10554da572c9a602f5af274b1e14b8b0dba84ea0e9d0de22b2b,2022-07,Gwent Police,Gwent Police,-3.003496,51.579312,On or near ,W01001686,Newport 014C,Investigation complete; no suspect identified
e0d8bccba343899ce5ecc3b89e251875235e0c766a214d1c7db3a28d67aab7e1,2022-07,Gwent Police,Gwent Police,-3.080292,51.777613,On or near Llanfoist Crescent,W01001488,Torfaen 001B,Investigation complete; no suspect identified
7e0b6352fadc0bf8da719b8fdadc93ce857d7cee565b1f4709a95fbdb73ff64e,2022-07,Gwent Police,Gwent Police,-2.885396,51.598318,On or near Waltwood Park Drive,W01001650,Newport 004E,Investigation complete; no suspect identified
ada0e7f337fee2341310a55a666063bf50b6b1d93a283fd3c4ee391d5a4e3301,2022-07,Gwent Police,Gwent Police,-3.210538,51.805521,On or near Fernbrook Close,W01001441,Blaenau Gwent 001B,Investigation complete; no suspect identified
8af1a23b53f0d38a9db563c92dcc8a757709d2108086d7933a6d4bc5487ab8f4,2022-07,Gwent Police,Gwent Police,-3.297425,51.741590,On or near Cae Glas Newydd,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
41124967b486d616052bccb22202ab954066ee27280c82b61ed936a94761edac,2022-07,Gwent Police,Gwent Police,-3.181217,51.743580,On or near Woodfield Road,W01001450,Blaenau Gwent 007A,Investigation complete; no suspect identified
55309397165335b42728fc14ff08b3f1d18ceebfb5a6eaee2bfaa9f0f55f6b95,2022-07,Gwent Police,Gwent Police,-2.971192,51.616953,On or near Fairfield Close,W01001626,Newport 001D,Investigation complete; no suspect identified
83926f2ea30c3c37a8c8f7685a1df5bde48bcbc735ea15fa9ce1b6b0a75a25e9,2022-07,Gwent Police,Gwent Police,-2.818916,51.622691,On or near Wentwood Drive,W01001640,Newport 004B,Investigation complete; no suspect identified
d68f1e3b098576fdcd80f500d3af618d8eaa14d35c228cacdf0389dc59da04bb,2022-07,Gwent Police,Gwent Police,-3.225116,51.578430,On or near ,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
24f3f57f71c5f825b5590b2d493f543b4f76806de4d6060b8a849c83fc13144b,2022-07,Gwent Police,Gwent Police,-3.000556,51.604478,On or near Bryn Bevan,W01001682,Newport 006C,Investigation complete; no suspect identified
757c8a45c2c4c9625e0f980fef34edeec7710cdf5590e206daea2b031c5600ad,2022-07,Gwent Police,Gwent Police,-3.220071,51.573267,On or near Cardiff Road,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
0a8f097c64f67d9dbc859dd8fd034d15ca8b2ab23cca6e2a8f4a51fd6609b672,2022-07,Gwent Police,Gwent Police,-3.134840,51.729768,On or near Commercial Street,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
01a497e081a5ced71d4326838b8282b41996f5d33498bd5290ae3bb83cdbf1eb,2022-07,Gwent Police,Gwent Police,-2.986163,51.589305,On or near Harrow Road,W01001693,Newport 013E,Investigation complete; no suspect identified
add5866e6f200411d88fd650f1333a34889b0468b64b5e098cb4aae5684515bc,2022-07,Gwent Police,Gwent Police,-3.225781,51.789448,On or near ,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
1a87d3154a5c719ac3520667abdae80c2496202c8964d024b21eeee34a78dcc4,2022-07,Gwent Police,Gwent Police,-3.222319,51.782057,On or near Cherry Tree Lane,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
fac5ce93ed4e29a28e2e1ade785a20fb23efccba1c401509d20ae9f2a2319905,2022-07,Gwent Police,Gwent Police,-3.006031,51.592805,On or near Comfrey Close,W01001601,Newport 006A,Investigation complete; no suspect identified
6055bd369e7924ebf576c592e986d920c4c3e9443c3ad392369373c800fc3ee9,2022-07,Gwent Police,Gwent Police,-2.937408,51.597995,On or near Royal Oak Drive,W01001663,Newport 008C,Investigation complete; no suspect identified
52a98049da695574099ccc9675001a22557ef76c48c3b86f219d4f71dec94a16,2022-07,Gwent Police,Gwent Police,-2.739277,51.586139,On or near Estuary View,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
88fd452297f08b77fc7a4f630650c7aa078d176bfbea56325925ec86abcfed49,2022-07,Gwent Police,Gwent Police,-3.002993,51.589243,On or near Serpentine Road,W01001603,Newport 012C,Investigation complete; no suspect identified
81ca0172650f529352488156c6be342256cb4e4819c45d2b0288c8aeb6ad2db0,2022-07,Gwent Police,Gwent Police,-2.958016,51.581095,On or near Brookfield Close,W01001648,Newport 015G,Investigation complete; no suspect identified
976a75f4deb013feea3d781cd261cc4197a53d485372cc96825df34435f00b5b,2022-07,Gwent Police,Gwent Police,-2.855066,51.761242,On or near Ethley Drive,W01001581,Monmouthshire 005E,Investigation complete; no suspect identified
a881f0af47d647b98a301800eb6cf2216986ff3678442c796d15aafb68dda26a,2022-07,Gwent Police,Gwent Police,-3.236700,51.567635,On or near Clos Gwastir,W01001427,Caerphilly 024F,Investigation complete; no suspect identified
4c70aaca4b3b0c24e34026627acba2f36cd4cffae400d28bf419ab35b3bd49d7,2022-07,Gwent Police,Gwent Police,-3.256002,51.743686,On or near Barkley Street,W01001374,Caerphilly 001A,Investigation complete; no suspect identified
aa88a3cbc6801a3e851550680cb33b996f35af8e3090f74ab06af505b9f903f0,2022-07,Gwent Police,Gwent Police,-3.003636,51.569294,On or near Greenwich Road,W01001660,Newport 018B,Investigation complete; no suspect identified
a70c4942329b37e938fc6fa515a516db2cc2d0f6afc563d7921bd31116a794e9,2022-07,Gwent Police,Gwent Police,-3.046021,51.704643,On or near Queen Street,W01001491,Torfaen 004A,Investigation complete; no suspect identified
